,Window,Status,GRE,GPA,Work Experience,TOEFL,IELTS
5,F2021,Reject,309.0,78.185,3.0,105.0,
6,F2021,Reject,302.0,,,,
7,F2021,Reject,324.0,67.45,32.0,105.0,
8,F2021,Reject,307.0,73.91,2.0,0.0,
9,F2021,Reject,305.0,67.26,22.0,88.0,
10,F2021,Reject,312.0,75.43,,,6.5
11,F2021,Reject,308.0,67.165,15.0,89.0,
12,F2021,Reject,307.0,79.8,5.0,,7.0
13,F2021,Reject,311.0,71.44,,,7.0
14,F2021,Reject,316.0,72.0,17.0,108.0,
15,F2021,Reject,,74.575,36.0,,7.5
16,F2021,Reject,300.0,72.865,30.0,,6.5
17,F2021,Reject,308.0,78.755,19.0,,8.0
18,F2021,Reject,300.0,85.0,,91.0,
19,F2021,Reject,310.0,78.85000000000001,,97.0,
20,F2021,Reject,312.0,72.2,,106.0,
21,F2021,Reject,,82.175,21.0,96.0,
22,F2021,Reject,302.0,65.56,45.0,,6.5
23,F2021,Reject,,91.2,39.0,,6.5
24,F2021,Reject,300.0,77.23500000000001,21.0,,7.0
25,F2021,Reject,319.0,80.0,,,7.0
26,F2021,Reject,308.0,71.25,8.0,83.0,
27,F2021,Reject,321.0,59.3,57.0,,8.0
28,F2021,Reject,311.0,80.94,19.0,102.0,
29,F2021,Reject,313.0,55.14,51.0,,7.0
30,F2021,Reject,310.0,71.725,31.0,,8.5
31,F2021,Reject,327.0,63.43,10.0,98.0,
32,F2021,Reject,300.0,61.07,60.0,106.0,
33,F2021,Reject,316.0,72.77,21.0,107.0,
34,F2021,Reject,,74.955,32.0,,7.0
35,F2021,Reject,325.0,62.0,36.0,97.0,
36,F2021,Reject,301.0,70.3,,96.0,
37,F2021,Reject,302.0,72.1,56.0,98.0,
38,F2021,Reject,324.0,72.39,,110.0,
39,F2021,Reject,316.0,75.43,25.0,103.0,
40,F2021,Reject,305.0,78.94500000000001,20.0,,7.0
41,F2021,Reject,310.0,72.295,19.0,,7.0
42,F2021,Reject,316.0,73.91,,,7.0
43,F2021,Reject,307.0,86.7635,24.0,108.0,
44,F2021,Reject,296.0,79.51499999999999,20.0,95.0,
45,F2021,Reject,308.0,70.585,3.0,103.0,
46,F2021,Reject,318.0,66.4,19.0,,7.5
47,F2021,Reject,305.0,78.94500000000001,14.0,,7.5
48,F2021,Reject,314.0,72.58,30.0,97.0,
49,F2021,Reject,318.0,71.06,50.0,,7.5
50,F2021,Reject,327.0,75.05,13.0,,7.0
51,F2021,Reject,313.0,67.165,40.0,101.0,
52,F2021,Reject,321.0,75.24,24.0,,8.5
53,F2021,Reject,318.0,77.89999999999999,,0.0,
54,F2021,Reject,304.0,82.84,83.0,103.0,
55,F2021,Reject,319.0,74.005,,106.0,
56,S2022,Reject,307.0,83.315,1.0,105.0,
57,F2021,Reject,297.0,,,,
58,F2021,Reject,312.0,69.065,8.0,103.0,
